Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
10021,38125,54,50-54,M,5635,6189,11824,554,0.0983141082519964
9815,98110,47,45-49,M,5289,6535,11824,1246,0.2355832860654187
12439,32669,53,50-54,F,5637,6187,11824,550,0.0975696292354089
13962,10029,27,Under 35,F,5821,6004,11825,183,0.0314378972685105
14232,28411,35,35-39,F,5928,5897,11825,-31,-0.0052294197031039
7650,11217,43,40-44,M,5481,6345,11826,864,0.1576354679802955
336,80203,29,Under 35,M,5374,6452,11826,1078,0.2005954596203945
2375,97913,25,Under 35,M,5280,6546,11826,1266,0.2397727272727272
2862,32806,20,Under 35,M,5048,6779,11827,1731,0.3429080824088748
14967,90403,28,Under 35,F,5701,6126,11827,425,0.0745483248552885
11750,80602,45,45-49,M,5672,6155,11827,483,0.0851551480959097
10822,32606,26,Under 35,F,5652,6177,11829,525,0.0928874734607218
13512,79423,45,45-49,F,5842,5987,11829,145,0.0248202670318384
9728,49323,52,50-54,M,5706,6123,11829,417,0.0730809674027339
14330,55419,43,40-44,F,5803,6027,11830,224,0.0386007237635705
2565,85710,32,Under 35,M,5226,6604,11830,1378,0.263681592039801
14577,60614,30,Under 35,F,5824,6006,11830,182,0.03125
15037,94102,27,Under 35,F,5838,5993,11831,155,0.026550188420692
15202,89509,21,Under 35,F,5711,6120,11831,409,0.0716161793030992
7904,01754,39,35-39,F,5877,5954,11831,77,0.0131019227497022
7555,60136,21,Under 35,F,5899,5932,11831,33,0.0055941685031361
17455,28203,27,Under 35,F,5793,6039,11832,246,0.0424650440186431
12549,01913,49,45-49,M,5634,6198,11832,564,0.1001064962726304
8756,60487,48,45-49,M,5292,6540,11832,1248,0.2358276643990929
10786,48025,37,35-39,F,5962,5871,11833,-91,-0.0152633344515263
3858,53154,37,35-39,M,5612,6221,11833,609,0.1085174625801853
11328,55129,26,Under 35,F,5773,6061,11834,288,0.0498874068941624
6038,33129,40,40-44,M,5255,6579,11834,1324,0.2519505233111322
6215,63376,66,65-69,M,5544,6290,11834,746,0.1345598845598845
11897,98039,48,45-49,M,5739,6096,11835,357,0.062205959226346
5972,27519,47,45-49,M,5452,6383,11835,931,0.1707630227439471
10879,02135,57,55-59,M,5613,6222,11835,609,0.1084981293425975
12365,60185,28,Under 35,F,5541,6294,11835,753,0.1358960476448294
9819,04009,29,Under 35,F,5572,6263,11835,691,0.1240129217516152
14233,76012,39,35-39,F,5779,6057,11836,278,0.0481052085135836
14386,15857,25,Under 35,F,5667,6170,11837,503,0.0887594847361919
8528,55347,52,50-54,M,5574,6263,11837,689,0.1236096160746322
1259,60004,29,Under 35,M,4959,6878,11837,1919,0.3869731800766283
8220,02822,39,35-39,F,5531,6307,11838,776,0.1403001265593925
13269,94904,29,Under 35,F,5864,5974,11838,110,0.0187585266030013
14040,40220,26,Under 35,F,5717,6122,11839,405,0.0708413503585796
15045,28204,60,60-64,M,5900,5939,11839,39,0.0066101694915254
9447,93117,46,45-49,F,5865,5975,11840,110,0.0187553282182438
11030,27519,47,45-49,M,5642,6199,11841,557,0.0987238567883729
9387,64029,48,45-49,M,5635,6206,11841,571,0.1013309671694764
12892,48067,51,50-54,M,5733,6108,11841,375,0.0654107796964939
12806,07030,29,Under 35,F,5774,6069,11843,295,0.0510910980256321
15038,60102,22,Under 35,F,5880,5963,11843,83,0.0141156462585034
12243,94132,56,55-59,M,5716,6128,11844,412,0.0720783764870538
11037,90630,49,45-49,M,5899,5945,11844,46,0.0077979318528564
7108,02476,50,50-54,M,5567,6277,11844,710,0.1275372732171726
5022,60073,48,45-49,M,5411,6434,11845,1023,0.1890593236000739
8552,66221,37,35-39,F,5646,6199,11845,553,0.0979454481048529
10844,75071,50,50-54,M,5553,6292,11845,739,0.1330812173599856
10331,98117,62,60-64,M,5528,6318,11846,790,0.1429088277858176
11432,55403,24,Under 35,F,5524,6322,11846,798,0.1444605358435916
7214,06878,36,35-39,M,5489,6358,11847,869,0.158316633266533
9460,06896,38,35-39,F,5562,6285,11847,723,0.1299892125134843
10569,07059,53,50-54,M,5612,6235,11847,623,0.1110121168923734
3689,10028,51,50-54,M,5393,6454,11847,1061,0.1967365102911181
9224,80497,36,35-39,F,5697,6150,11847,453,0.0795155344918378
8545,01432,43,40-44,M,5592,6255,11847,663,0.1185622317596566
11647,02118,24,Under 35,F,5910,5938,11848,28,0.0047377326565143
12994,10013,31,Under 35,F,5696,6153,11849,457,0.0802317415730337
15155,23693,39,35-39,F,5844,6006,11850,162,0.0277207392197125
3169,77006,26,Under 35,M,5243,6607,11850,1364,0.2601563990082014
11781,21230,28,Under 35,F,5690,6160,11850,470,0.0826010544815465
14143,21043,24,Under 35,F,5754,6096,11850,342,0.0594369134515119
8531,15222,43,40-44,M,5435,6415,11850,980,0.1803127874885004
5964,02120,27,Under 35,F,5366,6485,11851,1119,0.2085352217666791
14576,81435,36,35-39,F,5791,6060,11851,269,0.0464513900880676
10853,48226,55,55-59,M,5591,6261,11852,670,0.119835449830084
12613,52031,24,Under 35,F,5838,6014,11852,176,0.0301473107228502
8402,63117,64,60-64,M,5528,6325,11853,797,0.1441751085383502
4474,94704,22,Under 35,M,5363,6490,11853,1127,0.2101435763565168
9778,43214,56,55-59,M,5707,6146,11853,439,0.0769230769230769
4854,52803,36,35-39,M,5554,6300,11854,746,0.1343176089305005
4442,44256,47,45-49,M,5546,6308,11854,762,0.137396321673278
2758,45243,47,45-49,M,5546,6308,11854,762,0.137396321673278
8626,02130,32,Under 35,F,5434,6420,11854,986,0.1814501288185498
11236,02155,37,35-39,F,5779,6076,11855,297,0.0513929745630731
11450,10024,33,Under 35,F,5846,6010,11856,164,0.0280533698255217
16653,55403,38,35-39,F,5834,6022,11856,188,0.0322248885841618
16079,91711,56,55-59,M,5785,6071,11856,286,0.049438202247191
4188,85339,39,35-39,M,5509,6347,11856,838,0.152114721365039
1536,45011,28,Under 35,M,4668,7189,11857,2521,0.5400599828620394
12540,98074,54,50-54,M,5740,6117,11857,377,0.0656794425087108
11320,02134,28,Under 35,F,5564,6293,11857,729,0.1310208483105679
8117,90277,33,Under 35,F,5596,6261,11857,665,0.1188348820586133
13521,10024,33,Under 35,F,5891,5967,11858,76,0.0129010354778475
9479,06250,65,65-69,M,5837,6021,11858,184,0.0315230426589001
16944,80215,55,55-59,M,5637,6222,11859,585,0.1037786056412985
7422,02474,55,55-59,M,5387,6472,11859,1085,0.2014108037868943
12236,28146,35,35-39,F,5825,6034,11859,209,0.0358798283261802
8836,94526,44,40-44,F,5590,6269,11859,679,0.1214669051878354
7310,92584,40,40-44,M,5521,6339,11860,818,0.1481615649338888
7569,91767,42,40-44,M,5645,6215,11860,570,0.1009743135518157
7394,02113,40,40-44,M,5488,6373,11861,885,0.1612609329446064
12014,98133,46,45-49,F,5796,6065,11861,269,0.0464113181504485
12401,18041,51,50-54,M,5899,5962,11861,63,0.0106797762332598
4276,98118,34,Under 35,M,5505,6356,11861,851,0.1545867393278837
3314,78704,48,45-49,M,5344,6517,11861,1173,0.2194985029940119
10851,49685,47,45-49,M,5655,6206,11861,551,0.0974358974358974
8337,90048,43,40-44,M,5526,6335,11861,809,0.1463988418385812
3790,53714,29,Under 35,M,5072,6790,11862,1718,0.3387223974763407
4178,07928,44,40-44,M,5289,6574,11863,1285,0.242957080733598
8411,48207,28,Under 35,F,5607,6256,11863,649,0.1157481719279472
12706,94131,54,50-54,M,5875,5988,11863,113,0.0192340425531914
13883,30024,50,50-54,M,5746,6118,11864,372,0.0647406891750783
14319,46580,24,Under 35,F,5727,6137,11864,410,0.071590710668762
7232,10016,36,35-39,F,5771,6093,11864,322,0.0557962224917691
15129,10025,30,Under 35,F,5842,6022,11864,180,0.030811365970558
17222,77094,38,35-39,F,5677,6188,11865,511,0.0900123304562268
2866,77025,29,Under 35,M,5023,6842,11865,1819,0.3621341827593072
8888,58130,36,35-39,F,5353,6512,11865,1159,0.2165141042406127
5439,44681,45,45-49,M,5439,6426,11865,987,0.1814671814671814
10292,55313,50,50-54,M,5743,6122,11865,379,0.0659933832491729
1809,02130,43,40-44,M,5727,6138,11865,411,0.071765322158198
9791,02360,28,Under 35,F,5754,6112,11866,358,0.062217587765033
11658,02116,25,Under 35,F,5733,6133,11866,400,0.0697714983429269
3362,80209,33,Under 35,M,5129,6738,11867,1609,0.3137063755117957
10480,01930,68,65-69,M,5711,6157,11868,446,0.0780949045701278
8956,98103,47,45-49,M,5200,6669,11869,1469,0.2825
879,48895,23,Under 35,M,4683,7187,11870,2504,0.534699978646167
12479,90266,50,50-54,M,5827,6044,11871,217,0.0372404324695383
14326,15203,34,Under 35,F,5690,6181,11871,491,0.0862917398945518
6888,27513,37,35-39,M,5331,6542,11873,1211,0.2271618833239542
12280,44124,51,50-54,M,5757,6116,11873,359,0.0623588674656939
4326,85140,37,35-39,M,6014,5859,11873,-155,-0.0257731958762886
1810,11109,30,Under 35,M,4894,6979,11873,2085,0.4260318757662444
9121,18015,36,35-39,F,5594,6279,11873,685,0.1224526278155166
12958,11106,52,50-54,M,5890,5984,11874,94,0.0159592529711375
13263,02536,47,45-49,M,5904,5971,11875,67,0.0113482384823848
4527,19004,41,40-44,M,5399,6477,11876,1078,0.1996666049268383
11173,79119,25,Under 35,F,5195,6681,11876,1486,0.2860442733397497
13275,94131,42,40-44,F,5609,6267,11876,658,0.117311463719023
14250,92694,44,40-44,F,5901,5976,11877,75,0.012709710218607
6295,07012,51,50-54,M,5380,6497,11877,1117,0.2076208178438661
4834,12054,26,Under 35,M,5534,6343,11877,809,0.1461872063606794
14353,66027,31,Under 35,F,5880,5997,11877,117,0.0198979591836734
6386,85296,46,45-49,M,5335,6543,11878,1208,0.2264292408622305
3322,64106,32,Under 35,M,5298,6580,11878,1282,0.2419781049452623
12395,01701,34,Under 35,F,5767,6111,11878,344,0.0596497312294087
6920,97221,48,45-49,M,5699,6179,11878,480,0.0842253026846815
13272,99301,27,Under 35,F,5862,6016,11878,154,0.0262708973046741
3068,90401,26,Under 35,M,5491,6388,11879,897,0.1633582225459843
10828,97217,49,45-49,M,5872,6008,11880,136,0.0231607629427792
11654,07649,47,45-49,M,5683,6198,11881,515,0.0906211508006334
13901,06605,33,Under 35,F,5888,5993,11881,105,0.0178328804347826
10829,02143,42,40-44,F,5868,6014,11882,146,0.0248807089297886
9085,02445,58,55-59,M,5682,6200,11882,518,0.091165082717353
4548,94025,32,Under 35,M,5244,6638,11882,1394,0.2658276125095347
14060,02135,25,Under 35,F,5821,6061,11882,240,0.041230029204604
7448,37064,43,40-44,M,5705,6177,11882,472,0.0827344434706398
6292,02143,36,35-39,M,5868,6014,11882,146,0.0248807089297886
14997,10997,19,Under 35,F,5856,6026,11882,170,0.0290300546448087
6772,23226,35,35-39,M,5568,6314,11882,746,0.1339798850574712
7167,07649,43,40-44,F,5707,6175,11882,468,0.082004555808656
17152,11230,46,45-49,F,5682,6201,11883,519,0.0913410770855332
5516,10012,39,35-39,M,5334,6550,11884,1216,0.2279715035620547
4806,45208,37,35-39,M,5341,6543,11884,1202,0.2250514884853023
12296,23226,25,Under 35,F,5810,6074,11884,264,0.0454388984509466
5114,92101,46,45-49,M,5325,6559,11884,1234,0.2317370892018779
5891,21042,61,60-64,M,5568,6316,11884,748,0.1343390804597701
2295,02138,31,Under 35,M,4851,7035,11886,2184,0.4502164502164502
15027,95124,29,Under 35,F,5890,5996,11886,106,0.0179966044142614
9959,05403,50,50-54,M,5840,6046,11886,206,0.0352739726027397
11642,93117,24,Under 35,F,5598,6289,11887,691,0.123436941764916
14078,66085,25,Under 35,F,5742,6145,11887,403,0.0701846046673632
8316,11102,39,35-39,M,5112,6775,11887,1663,0.3253129890453834
13614,95014,56,55-59,M,5714,6174,11888,460,0.08050402520126
4900,02464,41,40-44,M,5264,6624,11888,1360,0.2583586626139817
12624,02148,23,Under 35,F,5813,6075,11888,262,0.0450713917082401
8386,80027,40,40-44,M,5408,6481,11889,1073,0.1984097633136094
9250,75080,32,Under 35,F,5792,6097,11889,305,0.0526588397790055
4775,60091,47,45-49,M,5371,6518,11889,1147,0.2135542729473096
9645,78701,32,Under 35,F,5581,6310,11891,729,0.1306217523741265
14650,23451,28,Under 35,F,5937,5954,11891,17,0.0028633990230756
12370,37221,33,Under 35,F,5893,5998,11891,105,0.0178177498727303
5407,85641,36,35-39,M,5867,6025,11892,158,0.0269302880518152
29951,06757,24,Under 35,M,5750,6142,11892,392,0.0681739130434782
9771,06084,45,45-49,F,5499,6393,11892,894,0.1625750136388434
9866,93117,53,50-54,M,5888,6004,11892,116,0.0197010869565217
10409,37909,40,40-44,F,5440,6452,11892,1012,0.1860294117647059
27685,02127,27,Under 35,M,5514,6378,11892,864,0.1566920565832426
11729,78748,33,Under 35,F,5864,6028,11892,164,0.0279672578444747
1840,10541,38,35-39,M,5089,6804,11893,1715,0.3370013755158184
14981,16441,33,Under 35,F,5923,5970,11893,47,0.0079351679891946
12310,55044,50,50-54,M,5665,6228,11893,563,0.0993821712268314
1380,85718,18,Under 35,M,5771,6122,11893,351,0.0608213481199098
514,55345,22,Under 35,M,4977,6916,11893,1939,0.3895921237693389
2192,30022,18,Under 35,M,4917,6977,11894,2060,0.4189546471425666
8176,96816,51,50-54,M,5603,6292,11895,689,0.1229698375870069
12593,80030,32,Under 35,F,5963,5933,11896,-30,-0.0050310246520207
6456,21044,38,35-39,M,5460,6436,11896,976,0.1787545787545787
692,20002,29,Under 35,M,5079,6817,11896,1738,0.3421933451466824
11823,91387,46,45-49,M,5502,6395,11897,893,0.1623046165030897
1846,44236,34,Under 35,F,5300,6597,11897,1297,0.2447169811320754
3517,28205,32,Under 35,M,5024,6873,11897,1849,0.3680334394904458
15517,23606,36,35-39,F,5844,6053,11897,209,0.035763175906913
16024,59937,28,Under 35,F,5558,6341,11899,783,0.1408780136739834
10033,28405,49,45-49,F,5667,6232,11899,565,0.0997000176460208
7366,49321,26,Under 35,F,5385,6515,11900,1130,0.2098421541318477
15399,56425,24,Under 35,F,5764,6136,11900,372,0.0645385149201943
11445,60647,49,45-49,M,5587,6313,11900,726,0.1299445140504743
14235,72211,26,Under 35,F,5934,5966,11900,32,0.0053926525109538
5069,90807,38,35-39,M,5699,6201,11900,502,0.0880856290577294
7545,94404,44,40-44,M,5579,6322,11901,743,0.1331779888868973
12232,46168,20,Under 35,F,5921,5981,11902,60,0.010133423408208
4287,94112,40,40-44,M,5222,6680,11902,1458,0.2792033703561853
8242,81639,41,40-44,M,5199,6703,11902,1504,0.2892864012310059
14015,87111,43,40-44,F,5896,6007,11903,111,0.0188263229308005
6835,85718,38,35-39,M,5509,6394,11903,885,0.1606462152840806
10204,11103,45,45-49,M,5717,6187,11904,470,0.0822109497988455
5990,78620,50,50-54,M,5401,6503,11904,1102,0.2040362895760044
4565,94597,39,35-39,M,5504,6401,11905,897,0.1629723837209302
5049,83705,45,45-49,M,5933,5973,11906,40,0.0067419517950446
6921,66762,40,40-44,M,5371,6535,11906,1164,0.2167194191025879
14049,08816,61,60-64,M,5616,6290,11906,674,0.120014245014245
9561,63122,39,35-39,F,5646,6260,11906,614,0.1087495572086433
7820,46580,44,40-44,M,5480,6426,11906,946,0.1726277372262773
14747,35405,39,35-39,F,5771,6136,11907,365,0.0632472708369433
12166,55416,57,55-59,M,5633,6274,11907,641,0.1137937156044736
4022,02141,23,Under 35,M,5127,6781,11908,1654,0.3226058123659059
13672,57702,35,35-39,F,5826,6082,11908,256,0.0439409543426021
8870,10024,39,35-39,M,5808,6101,11909,293,0.0504476584022038
10876,95130,50,50-54,M,5554,6355,11909,801,0.1442203817068779
8676,40213,45,45-49,F,5521,6388,11909,867,0.1570367687013222
11746,02130,40,40-44,F,5725,6185,11910,460,0.0803493449781659
12986,48837,52,50-54,M,5533,6377,11910,844,0.1525393095969636
10370,98040,52,50-54,F,5701,6209,11910,508,0.0891071741799684
11674,78704,31,Under 35,F,5828,6083,11911,255,0.0437542896362388
7491,21742,40,40-44,M,5483,6428,11911,945,0.1723509027904431
8832,02135,30,Under 35,F,5523,6388,11911,865,0.1566177801919246
12794,16102,24,Under 35,F,5754,6157,11911,403,0.0700382342718109
3152,27614,24,Under 35,M,4928,6984,11912,2056,0.4172077922077922
19311,22911,41,40-44,F,5975,5938,11913,-37,-0.0061924686192468
5269,02632,45,45-49,M,5297,6617,11914,1320,0.2491976590522937
4130,60614,27,Under 35,M,5730,6184,11914,454,0.0792321116928446
3700,02139,22,Under 35,M,5223,6691,11914,1468,0.2810645223051886
7959,33130,60,60-64,M,5803,6111,11914,308,0.0530759951749095
4641,10580,36,35-39,M,5427,6488,11915,1061,0.1955039616731159
6904,37208,36,35-39,M,5445,6471,11916,1026,0.1884297520661157
12167,80401,27,Under 35,F,6039,5878,11917,-161,-0.0266600430534856
9799,61201,59,55-59,M,5486,6431,11917,945,0.1722566532993073
14893,01742,42,40-44,F,5816,6101,11917,285,0.0490027510316368
7645,97702,41,40-44,M,5556,6361,11917,805,0.1448884089272858
6854,84106,37,35-39,M,5356,6562,11918,1206,0.2251680358476475
8160,81623,47,45-49,M,5614,6304,11918,690,0.1229070181688635
6598,15084,47,45-49,M,5660,6258,11918,598,0.1056537102473498
10493,55347,29,Under 35,F,5796,6122,11918,326,0.0562456866804692
6608,10027,35,35-39,M,5639,6279,11918,640,0.1134953005852101
8916,13421,53,50-54,M,5768,6151,11919,383,0.0664008321775312
26882,02139,29,Under 35,M,5561,6358,11919,797,0.1433195468440928
13976,19352,49,45-49,F,5852,6067,11919,215,0.0367395762132604
7640,33611,41,40-44,M,5345,6574,11919,1229,0.229934518241347
12059,60558,43,40-44,F,5761,6158,11919,397,0.0689116472834577
12174,60605,37,35-39,F,6009,5910,11919,-99,-0.0164752870693959
10625,02128,33,Under 35,F,5936,5983,11919,47,0.0079177897574123
24743,10032,27,Under 35,M,5715,6206,11921,491,0.0859142607174103
3500,01602,38,35-39,M,5723,6198,11921,475,0.0829984273982177
15241,48189,59,55-59,M,5823,6099,11922,276,0.0473982483256053
8173,07931,48,45-49,M,5533,6389,11922,856,0.1547081149466835
14171,98405,30,Under 35,F,5699,6223,11922,524,0.0919459554307773
12200,94025,30,Under 35,F,5558,6364,11922,806,0.1450161928751349
14634,02474,35,35-39,F,5790,6132,11922,342,0.0590673575129533
9398,11217,35,35-39,F,5712,6211,11923,499,0.087359943977591
2656,30738,34,Under 35,M,5145,6778,11923,1633,0.3173955296404276
5631,63303,43,40-44,M,5840,6084,11924,244,0.0417808219178082
3158,62265,37,35-39,M,5840,6084,11924,244,0.0417808219178082
8501,60124,53,50-54,M,5762,6162,11924,400,0.0694203401596667
8662,45215,41,40-44,M,5543,6381,11924,838,0.1511816705755006
2895,02445,42,40-44,M,5189,6735,11924,1546,0.2979379456542686
13407,55419,26,Under 35,F,5899,6026,11925,127,0.0215290727241905
9298,10005,26,Under 35,F,5784,6141,11925,357,0.0617219917012448
8458,27703,31,Under 35,F,5479,6446,11925,967,0.176492060594999
10642,94920,50,50-54,F,5578,6348,11926,770,0.1380423090713517
17204,45230,36,35-39,F,5941,5985,11926,44,0.0074061605790271
10603,94102,30,Under 35,F,5523,6403,11926,880,0.1593336954553684
9325,40206,48,45-49,M,5734,6193,11927,459,0.0800488315312173
4519,80303,37,35-39,M,5648,6279,11927,631,0.1117209631728045
12356,36608,47,45-49,F,5869,6059,11928,190,0.0323734878173453
5352,59405,36,35-39,M,5582,6346,11928,764,0.1368685059118595
4627,85086,51,50-54,M,5342,6586,11928,1244,0.2328715836765256
14042,77385,45,45-49,F,5903,6025,11928,122,0.0206674572251397
14491,98367,25,Under 35,F,5630,6299,11929,669,0.1188277087033747
11601,44118,43,40-44,F,5770,6159,11929,389,0.0674176776429809
10189,17602,45,45-49,M,5576,6353,11929,777,0.1393472022955523
11250,07036,47,45-49,M,5627,6303,11930,676,0.1201350630886795
10138,21228,45,45-49,M,5553,6377,11930,824,0.1483882585989555
9452,10023,28,Under 35,F,5647,6283,11930,636,0.112626173189304
14731,06897,53,50-54,F,5955,5976,11931,21,0.0035264483627204
1601,01923,49,45-49,M,5270,6661,11931,1391,0.2639468690702087
11243,97209,47,45-49,M,5598,6333,11931,735,0.1312968917470525
7241,75078,46,45-49,M,5748,6184,11932,436,0.0758524704244954
14273,80908,29,Under 35,F,5777,6155,11932,378,0.0654318850614505
15066,23230,26,Under 35,F,5832,6101,11933,269,0.0461248285322359
2357,02864,38,35-39,M,5135,6798,11933,1663,0.3238558909444985
8440,77401,45,45-49,M,5482,6451,11933,969,0.1767603064574972
7437,14617,41,40-44,M,5370,6564,11934,1194,0.2223463687150838
11423,14903,23,Under 35,F,5654,6280,11934,626,0.1107180756986204
4205,02141,33,Under 35,M,5794,6140,11934,346,0.0597169485674836
17513,28208,41,40-44,F,5845,6089,11934,244,0.0417450812660393
14135,27705,30,Under 35,F,5964,5970,11934,6,0.0010060362173038
6486,07666,44,40-44,M,5238,6696,11934,1458,0.2783505154639175
5237,76109,54,50-54,M,5809,6125,11934,316,0.0543983473919779
14220,94107,26,Under 35,F,5957,5978,11935,21,0.0035252643948296
8307,94118,40,40-44,M,5522,6413,11935,891,0.1613545816733067
10124,34787,47,45-49,M,5711,6224,11935,513,0.0898266503239362
11134,40214,28,Under 35,F,5801,6135,11936,334,0.0575762799517324
9969,67206,44,40-44,F,5667,6269,11936,602,0.1062290453502735
10108,02446,52,50-54,M,5481,6456,11937,975,0.177887246852764
12003,96822,49,45-49,M,5815,6122,11937,307,0.0527944969905417
12777,21804,50,50-54,M,5777,6160,11937,383,0.066297386186602
11351,11361,60,60-64,M,5735,6202,11937,467,0.0814298169136878
6273,46322,35,35-39,M,5390,6548,11938,1158,0.2148423005565862
7845,85704,32,Under 35,F,5803,6136,11939,333,0.0573841116663794
10152,11581,45,45-49,M,5755,6184,11939,429,0.0745438748913987
8896,33178,54,50-54,M,5759,6180,11939,421,0.0731029692654974
8101,22204,42,40-44,M,5535,6405,11940,870,0.1571815718157181
13252,92649,49,45-49,F,5739,6201,11940,462,0.080501829587036
10872,02050,37,35-39,F,5802,6139,11941,337,0.0580834195105136
3798,22903,23,Under 35,M,5140,6801,11941,1661,0.3231517509727626
7897,80424,43,40-44,F,5780,6161,11941,381,0.065916955017301
8681,98118,32,Under 35,F,5711,6231,11942,520,0.0910523551041849
16215,02144,26,Under 35,F,5771,6171,11942,400,0.0693120776295269
12321,98118,31,Under 35,F,5711,6231,11942,520,0.0910523551041849
11276,46229,26,Under 35,F,5680,6262,11942,582,0.1024647887323943
14373,98019,28,Under 35,F,6091,5852,11943,-239,-0.0392382203250697
8909,01810,39,35-39,M,5688,6255,11943,567,0.0996835443037974
5285,75013,53,50-54,M,5854,6090,11944,236,0.0403143149982917
10413,86001,20,Under 35,F,5389,6555,11944,1166,0.2163666728521061
12815,17315,24,Under 35,F,5433,6511,11944,1078,0.1984170808025032
11536,91360,49,45-49,M,5816,6129,11945,313,0.0538170563961485
11476,23116,49,45-49,M,5570,6375,11945,805,0.144524236983842
12898,10028,40,40-44,F,5794,6152,11946,358,0.0617880566102865
14216,53211,35,35-39,F,5795,6151,11946,356,0.0614322691975841
11724,46052,47,45-49,F,5685,6261,11946,576,0.1013192612137203
9290,96720,49,45-49,M,5646,6300,11946,654,0.1158342189160467
13761,78626,66,65-69,M,5848,6098,11946,250,0.0427496580027359
8100,06903,44,40-44,M,5590,6357,11947,767,0.1372093023255814
6022,30114,59,55-59,M,5431,6516,11947,1085,0.1997790462161664
16008,20015,45,45-49,F,5809,6138,11947,329,0.0566362540884833
16192,21136,23,Under 35,F,5973,5975,11948,2,0.0003348401138456
8617,76107,49,45-49,F,5758,6190,11948,432,0.0750260507120528
9558,07410,52,50-54,M,5849,6100,11949,251,0.0429133185159856
8472,99669,29,Under 35,F,5235,6714,11949,1479,0.2825214899713467
12972,94705,30,Under 35,F,5978,5971,11949,-7,-0.0011709601873536
12320,01772,63,60-64,M,5622,6327,11949,705,0.1254002134471718
14136,94122,28,Under 35,F,5891,6058,11949,167,0.0283483279579018
12227,03070,51,50-54,M,5683,6266,11949,583,0.1025866619743093
9490,97702,49,45-49,M,5749,6201,11950,452,0.0786223691076709
14313,02141,43,40-44,F,6009,5941,11950,-68,-0.0113163587951406
16583,07626,38,35-39,F,6001,5949,11950,-52,-0.0086652224629228
12029,02138,45,45-49,M,5393,6558,11951,1165,0.2160207676617838
12042,90803,56,55-59,M,5886,6065,11951,179,0.0304111450900441
9748,94114,52,50-54,M,5607,6345,11952,738,0.131621187800963
11499,55420,56,55-59,M,5849,6103,11952,254,0.0434262267054197
8381,13738,62,60-64,M,5644,6308,11952,664,0.1176470588235294
7072,01551,35,35-39,M,5449,6503,11952,1054,0.1934299871536061
9306,21108,35,35-39,F,5715,6238,11953,523,0.0915135608048993
10252,60614,28,Under 35,F,5555,6398,11953,843,0.1517551755175517
12507,01845,33,Under 35,F,5796,6157,11953,361,0.0622843340234644
7898,32224,61,60-64,M,5896,6058,11954,162,0.0274762550881953
11095,84714,26,Under 35,F,5590,6364,11954,774,0.1384615384615384
6065,48315,43,40-44,M,5599,6356,11955,757,0.1352027147704947
2239,45833,29,Under 35,M,5437,6518,11955,1081,0.1988228802648519
13250,75082,51,50-54,M,5784,6173,11957,389,0.0672544951590594
10652,29306,47,45-49,M,5667,6290,11957,623,0.1099347097229574
12203,46033,50,50-54,M,5869,6090,11959,221,0.0376554779349122
14756,80007,36,35-39,F,5723,6238,11961,515,0.0899877686528044
15492,53203,25,Under 35,F,5880,6082,11962,202,0.0343537414965986
16930,19711,37,35-39,F,5769,6193,11962,424,0.0734962731842607
10703,20878,49,45-49,F,5785,6177,11962,392,0.0677614520311149
16704,48154,59,55-59,M,5732,6230,11962,498,0.0868806699232379
13689,93003,31,Under 35,F,5933,6030,11963,97,0.0163492331029833
10384,31405,49,45-49,M,5377,6586,11963,1209,0.2248465687186163
12224,22903,23,Under 35,F,5748,6215,11963,467,0.0812456506610995
2624,44250,32,Under 35,M,5242,6721,11963,1479,0.282144219763449
3481,19146,26,Under 35,M,5076,6888,11964,1812,0.3569739952718676
6522,93065,42,40-44,M,5750,6215,11965,465,0.0808695652173913
9266,41071,27,Under 35,F,5551,6414,11965,863,0.1554674833363357
6111,88011,53,50-54,M,5385,6580,11965,1195,0.2219127205199628
6266,07945,43,40-44,M,5352,6614,11966,1262,0.2357997010463378
12182,06107,53,50-54,M,5908,6058,11966,150,0.0253893026404874
9518,75204,53,50-54,M,5422,6544,11966,1122,0.2069347104389524
5338,94121,40,40-44,M,5414,6552,11966,1138,0.2101957886959734
6426,84341,36,35-39,M,5422,6544,11966,1122,0.2069347104389524
3430,33916,33,Under 35,M,5513,6454,11967,941,0.1706874659894794
1583,90031,34,Under 35,M,5391,6578,11969,1187,0.2201817844555741
3984,77384,23,Under 35,M,5722,6247,11969,525,0.0917511359664453
11899,93405,46,45-49,F,5736,6234,11970,498,0.0868200836820083
10801,49085,52,50-54,M,5815,6155,11970,340,0.058469475494411
10659,41075,43,40-44,F,5826,6144,11970,318,0.054582904222451
8029,84121,42,40-44,F,5750,6221,11971,471,0.0819130434782608
9141,12525,46,45-49,M,5518,6454,11972,936,0.1696266763320043
13186,06831,40,40-44,F,5840,6133,11973,293,0.0501712328767123
15454,52002,23,Under 35,F,5742,6231,11973,489,0.0851619644723093
10104,30165,46,45-49,M,5631,6342,11973,711,0.1262653169952051
16590,03054,36,35-39,F,5922,6051,11973,129,0.0217831813576494
7410,87122,52,50-54,M,5588,6386,11974,798,0.142806012884753
7076,84095,38,35-39,M,5703,6271,11974,568,0.0995967034893915
9381,30306,49,45-49,F,5786,6188,11974,402,0.0694780504666436
4534,60616,39,35-39,M,5573,6401,11974,828,0.1485734792750762
